user_id,order_id,order_date,order_amount,delivery_time_mins,used_promo,delivery_fee,order_time
U0158,O199244,2023-09-02,27.83,43,1,3.34,Morning
U0159,O721458,2023-07-01,14.16,40,1,2.59,Morning
U0159,O498008,2024-01-09,30.19,42,1,2.51,Late Night
U0159,O347541,2023-09-30,25.63,51,1,4.08,Late Night
U0160,O143822,2023-09-17,15.72,33,0,3.08,Late Night
U0160,O305603,2023-02-28,22.26,27,0,3.82,Afternoon
U0160,O513841,2023-12-15,27.61,50,0,2.14,Late Night
U0160,O439606,2023-03-14,27.55,51,0,0.96,Evening
U0161,O179888,2023-09-07,31.35,70,0,4.89,Late Night
U0161,O378026,2024-02-06,16.15,27,0,1.54,Late Night
U0161,O732079,2023-03-09,21.28,45,0,1.49,Morning
U0161,O730698,2023-08-27,11.05,24,0,2.29,Late Night
U0161,O862945,2023-08-02,27.24,26,0,2.45,Evening
U0161,O170400,2023-04-26,14.34,70,1,3.42,Evening
U0161,O608670,2023-12-29,15.6,52,1,0.63,Morning
U0162,O731121,2024-02-25,-5.48,28,0,3.64,Afternoon
U0162,O152066,2023-07-05,35.98,29,1,3.01,Afternoon
U0162,O811058,2023-08-08,20.32,23,0,3.78,Afternoon
U0162,O491065,2023-08-28,34.78,12,1,3.5,Afternoon
U0163,O644653,2023-11-29,48.38,31,1,2.9,Late Night
U0163,O490555,2023-12-27,14.68,44,1,4.98,Late Night
U0163,O408372,2024-01-04,20.24,22,0,1.86,Late Night
U0164,O653620,2023-05-08,19.66,37,1,2.56,Afternoon
U0165,O773166,2024-03-04,11.6,41,0,4.85,Late Night
U0165,O989808,2023-09-22,22.78,29,0,0.5,Afternoon
U0166,O471687,2023-07-18,17.28,59,1,3.25,Evening
U0166,O540924,2023-06-08,24.7,46,0,3.94,Late Night
U0166,O446229,2023-05-29,22.46,20,0,3.86,Morning
U0166,O497597,2024-02-01,51.93,47,0,3.9,Evening
U0166,O823879,2023-06-19,20.03,17,0,3.14,Afternoon
U0166,O498825,2023-06-24,19.82,54,0,4.56,Evening
U0168,O741142,2023-11-20,15.24,16,0,1.94,Evening
U0168,O571022,2024-02-12,44.38,10,0,2.31,Late Night
U0170,O551069,2024-02-20,35.59,37,0,4.83,Afternoon
U0170,O991255,2023-09-21,14.23,50,1,3.51,Afternoon
U0170,O682933,2024-03-04,22.06,56,0,3.89,Afternoon
U0170,O152021,2023-09-20,21.69,35,0,3.01,Evening
U0170,O464206,2024-02-04,42.63,33,0,1.71,Morning
U0170,O264244,2023-11-28,19.4,31,1,3.54,Morning
U0170,O371635,2023-07-11,18.31,31,0,4.75,Evening
U0171,O180771,2024-02-07,27.89,45,0,3.36,Afternoon
U0172,O600585,2023-10-12,5.64,10,1,4.6,Morning
U0172,O156747,2024-01-17,23.14,11,0,2.91,Evening
U0172,O993150,2024-01-08,17.84,35,1,3.08,Evening
U0173,O198971,2023-11-26,35.43,55,1,3.66,Late Night
U0173,O669405,2023-09-13,16.26,49,0,0.44,Morning
U0173,O790778,2023-08-29,15.35,40,0,2.81,Evening
U0173,O281383,2024-03-04,36.22,32,1,4.41,Morning
U0173,O401075,2023-10-30,26.05,39,0,0.12,Afternoon
U0173,O856572,2024-01-05,34.4,29,0,1.0,Afternoon
U0174,O623512,2024-02-10,17.28,48,0,3.61,Evening
U0174,O476440,2024-02-12,40.44,36,0,2.76,Morning
U0174,O724860,2024-02-15,7.67,38,0,3.61,Evening
U0174,O977860,2023-09-20,29.92,35,0,0.32,Afternoon
U0175,O783565,2023-11-01,18.6,37,1,1.15,Late Night
U0176,O802682,2023-08-16,32.06,52,1,3.24,Evening
U0176,O313678,2023-11-06,25.32,47,0,2.64,Morning
U0176,O994738,2023-06-09,10.61,54,0,4.85,Late Night
U0176,O934799,2023-11-16,23.66,42,0,3.57,Late Night
U0176,O521001,2023-12-23,14.98,46,0,2.22,Late Night
U0176,O948182,2023-05-24,18.5,44,0,2.37,Evening
U0177,O199862,2023-09-13,31.16,31,0,4.37,Afternoon
U0177,O885372,2023-10-01,30.83,28,1,4.9,Evening
U0178,O860769,2023-11-05,20.8,30,0,1.1,Morning
U0178,O300658,2023-12-01,32.47,39,0,3.03,Afternoon
U0178,O595416,2023-12-11,16.31,34,0,2.51,Afternoon
U0178,O837371,2023-08-30,16.84,51,0,1.47,Evening
U0178,O338366,2024-03-13,19.96,32,1,4.78,Morning
U0178,O264437,2024-01-12,10.14,59,1,0.95,Afternoon
U0179,O763779,2023-11-10,27.1,35,1,0.3,Morning
U0179,O416759,2023-09-23,46.22,35,1,4.37,Afternoon
U0179,O733389,2024-02-12,37.61,21,0,1.25,Morning
U0181,O934507,2024-02-17,32.6,29,1,1.24,Afternoon
U0181,O907784,2023-08-07,19.86,17,0,3.63,Late Night
U0182,O987977,2024-02-08,20.91,59,1,2.75,Morning
U0182,O570440,2023-10-09,11.02,53,1,2.94,Morning
U0182,O516443,2024-02-06,14.03,45,1,3.49,Late Night
U0182,O951726,2023-12-05,33.98,20,0,4.46,Afternoon
U0182,O121390,2023-07-26,20.99,47,0,1.2,Afternoon
U0184,O920509,2023-09-03,33.8,15,1,0.21,Late Night
U0185,O282058,2024-01-22,53.41,59,0,1.49,Morning
U0185,O496474,2023-12-28,21.33,54,0,1.42,Afternoon
U0185,O362199,2023-09-07,9.46,56,0,0.12,Evening
U0186,O779363,2023-12-17,-3.96,33,0,0.65,Evening
U0186,O246479,2024-03-15,10.0,29,0,3.86,Morning
U0187,O521441,2024-01-29,23.2,55,0,4.67,Late Night
U0187,O718532,2023-12-31,31.55,36,0,1.19,Afternoon
U0187,O905408,2024-02-13,32.28,44,1,4.27,Afternoon
U0188,O617400,2024-02-11,20.79,28,1,2.33,Morning
U0188,O450002,2024-01-31,18.5,37,1,2.72,Afternoon
U0188,O511811,2023-07-04,29.35,30,0,0.56,Late Night
U0188,O612445,2024-01-02,26.26,26,1,0.78,Morning
U0188,O195057,2023-07-19,14.45,38,0,2.76,Evening
U0188,O646707,2023-12-25,29.08,40,0,4.13,Afternoon
U0189,O897406,2023-06-28,43.58,52,0,2.68,Late Night
U0189,O737384,2024-03-13,6.61,22,0,3.87,Afternoon
U0190,O998633,2023-12-23,19.76,43,0,3.38,Morning
U0190,O735311,2024-01-21,21.68,50,0,4.68,Morning
U0190,O749362,2024-03-03,38.51,12,0,4.84,Morning
U0191,O879117,2023-12-26,21.45,15,0,3.0,Afternoon
U0191,O942329,2023-12-21,5.23,17,1,3.01,Afternoon
U0192,O218104,2024-01-08,6.07,39,0,0.9,Late Night
U0192,O355564,2023-06-17,16.48,35,1,1.7,Late Night
U0192,O563144,2024-02-14,11.67,33,0,3.52,Morning
U0192,O159072,2023-07-19,18.66,19,0,4.72,Evening
U0192,O464069,2023-12-31,46.21,31,0,2.39,Late Night
U0193,O502641,2023-12-26,10.43,28,0,0.19,Evening
U0193,O353890,2023-08-23,18.23,53,0,4.01,Morning
U0193,O167421,2024-02-26,28.42,34,0,1.08,Evening
U0193,O743786,2023-12-08,32.8,52,0,0.49,Afternoon
U0194,O128876,2023-11-14,13.33,58,0,3.61,Afternoon
U0194,O206601,2023-10-08,23.46,22,0,4.74,Morning
U0195,O996736,2023-11-09,23.38,35,0,1.45,Late Night
U0195,O281693,2023-09-27,29.13,30,0,3.76,Late Night
U0195,O484755,2023-06-04,31.2,10,1,3.51,Evening
U0195,O486354,2023-06-10,42.4,24,1,4.25,Evening
U0196,O688510,2024-01-27,9.83,16,0,3.36,Afternoon
U0197,O644748,2023-08-15,22.73,32,1,2.9,Morning
U0197,O958690,2024-01-24,33.77,43,0,3.31,Evening
U0197,O317220,2023-06-13,18.15,53,0,2.67,Morning
U0197,O243435,2024-03-01,13.55,47,0,0.83,Afternoon
U0197,O713398,2023-06-30,36.19,35,0,0.39,Evening
U0197,O500435,2024-01-06,32.5,22,0,4.29,Morning
U0197,O968150,2023-08-07,19.22,34,1,1.92,Late Night
U0199,O225555,2024-01-18,31.4,44,0,2.24,Morning
U0199,O885890,2024-02-03,7.53,31,0,4.44,Afternoon
U0199,O116365,2023-11-04,25.31,45,1,3.89,Late Night
U0199,O645974,2024-02-09,14.04,11,0,4.62,Evening
U0200,O948607,2023-06-24,26.94,50,0,1.29,Late Night
U0200,O543148,2023-11-15,46.88,31,0,3.27,Evening
U0200,O240302,2023-11-22,41.29,33,0,0.22,Afternoon
U0201,O668423,2023-12-07,23.53,10,1,2.64,Morning
U0201,O581947,2024-01-30,29.19,38,0,0.96,Late Night
U0201,O635607,2023-07-20,13.96,16,0,3.51,Evening
U0202,O287965,2023-06-18,30.32,24,1,2.77,Afternoon
U0202,O941813,2024-02-04,31.12,40,1,3.35,Morning
U0202,O946626,2023-10-25,28.51,27,0,4.67,Evening
U0202,O751127,2024-01-18,25.14,49,0,1.53,Evening
U0203,O618728,2023-11-20,40.99,43,0,3.15,Evening
U0203,O888447,2023-06-02,8.18,30,0,2.42,Late Night
U0203,O846258,2023-05-11,19.74,51,0,4.81,Afternoon
U0203,O440459,2023-06-11,8.59,20,1,0.67,Evening
U0203,O727395,2024-03-04,7.7,55,0,3.03,Evening
U0204,O944325,2023-07-13,23.51,42,0,2.59,Afternoon
U0204,O742216,2023-12-29,24.15,10,0,3.8,Late Night
U0204,O932230,2024-03-11,12.32,32,0,2.55,Afternoon
U0204,O458243,2023-12-21,29.42,35,0,2.7,Afternoon
U0205,O833307,2023-08-03,31.06,29,0,0.71,Afternoon
U0205,O256089,2024-01-17,41.16,47,1,0.28,Evening
U0205,O361401,2023-11-15,19.94,20,0,4.17,Afternoon
U0205,O829274,2023-07-05,18.73,36,0,3.6,Morning
U0205,O911146,2024-01-12,34.97,26,0,1.63,Evening
U0206,O162894,2023-05-09,16.91,63,1,4.96,Morning
U0206,O798392,2023-02-08,12.54,42,0,2.72,Late Night
U0207,O395583,2024-01-21,33.94,37,1,1.75,Afternoon
U0207,O554472,2023-05-11,23.04,19,0,4.44,Late Night
U0207,O244938,2023-09-17,34.67,24,0,4.83,Evening
U0208,O309633,2023-11-09,31.26,33,0,2.66,Morning
U0208,O443822,2023-10-07,31.98,22,0,2.87,Late Night
U0208,O326280,2024-01-14,25.29,17,1,1.75,Morning
U0209,O363503,2023-07-04,12.43,37,1,4.92,Morning
U0209,O463157,2023-07-26,15.04,46,0,3.27,Evening
U0209,O763440,2024-01-10,17.89,42,1,2.57,Late Night
U0209,O592545,2024-03-07,6.09,37,0,1.49,Morning
U0210,O583157,2024-01-31,25.34,39,1,1.63,Morning
U0210,O255146,2024-02-26,19.03,10,1,0.12,Afternoon
U0210,O869741,2024-01-24,22.64,33,0,4.48,Afternoon
U0212,O192416,2023-09-26,24.41,54,0,1.52,Morning
U0212,O133545,2023-12-03,14.88,66,0,3.27,Late Night
U0212,O535892,2023-10-02,17.11,31,0,3.32,Late Night
U0212,O492977,2023-09-04,19.01,26,0,4.09,Morning
U0213,O826797,2024-01-01,30.73,41,1,0.84,Morning
U0214,O638606,2023-06-07,24.23,37,1,4.23,Morning
U0214,O442059,2023-09-28,11.01,12,1,3.25,Afternoon
U0215,O543232,2023-04-08,45.92,34,0,4.36,Evening
U0215,O929297,2023-08-27,25.27,34,0,3.58,Morning
U0215,O217729,2023-10-04,30.06,33,0,4.04,Late Night
U0215,O419957,2023-08-31,16.06,42,0,1.06,Morning
U0216,O719716,2023-10-19,18.57,45,1,1.27,Late Night
U0216,O223168,2023-11-28,19.41,25,0,4.81,Afternoon
U0217,O933160,2023-11-28,28.25,36,1,3.95,Afternoon
U0217,O166433,2023-12-24,21.5,31,0,1.12,Evening
U0218,O333746,2024-02-21,26.37,35,0,0.23,Late Night
U0218,O721029,2023-09-05,26.42,44,0,2.86,Late Night
U0218,O616031,2024-01-22,47.08,26,0,0.94,Morning
U0218,O184821,2023-06-12,37.57,39,0,3.15,Evening
U0218,O362070,2023-07-09,8.78,18,1,1.37,Late Night
U0219,O906479,2023-07-26,41.53,44,1,3.53,Late Night
U0219,O662453,2023-12-12,44.91,40,0,3.65,Evening
U0220,O392164,2023-09-28,15.96,26,1,1.56,Evening
U0220,O342556,2024-01-27,14.75,43,1,1.68,Evening
U0220,O796314,2024-02-10,26.12,29,0,4.63,Evening
U0221,O876230,2023-12-18,19.72,36,0,4.43,Morning
U0221,O846470,2023-12-12,35.72,12,0,0.12,Morning
U0221,O384257,2023-12-30,13.11,26,1,3.2,Afternoon
U0221,O630992,2024-02-27,33.63,10,0,0.74,Afternoon
U0222,O908826,2023-08-31,29.64,45,1,1.5,Afternoon
U0222,O439205,2023-10-02,33.62,14,1,4.35,Evening
U0222,O316351,2023-10-06,34.96,37,0,2.59,Afternoon
U0222,O305214,2023-07-31,6.46,38,0,4.65,Evening
U0223,O107032,2024-02-07,14.87,38,0,4.22,Late Night
U0223,O104576,2023-12-13,32.39,54,0,0.25,Late Night
U0224,O788630,2023-11-24,21.9,11,0,4.77,Evening
U0224,O910201,2023-07-11,28.73,20,0,2.04,Morning
U0224,O173631,2024-02-22,28.98,38,0,0.48,Evening
U0224,O465750,2023-11-27,38.78,32,0,4.8,Morning
U0225,O638411,2023-10-05,30.1,24,0,2.32,Morning
U0227,O981450,2024-02-02,34.5,54,1,1.41,Evening
U0228,O451814,2024-02-29,21.03,58,1,3.16,Late Night
U0228,O853158,2023-12-30,3.61,32,1,0.12,Morning
U0229,O572517,2023-06-16,20.11,25,0,0.19,Late Night
U0229,O233964,2023-11-27,15.0,12,1,1.24,Afternoon
U0229,O804666,2023-05-21,10.18,29,0,1.27,Morning
U0230,O306659,2023-11-14,11.57,29,1,0.79,Morning
U0230,O479989,2024-03-01,15.69,57,1,2.84,Afternoon
U0230,O537922,2023-07-29,28.92,22,1,1.14,Afternoon
U0230,O615729,2023-12-07,35.83,18,1,1.48,Evening
U0230,O919433,2023-12-28,10.69,27,0,0.98,Afternoon
U0230,O669935,2024-02-24,25.41,31,0,1.87,Late Night
U0230,O631313,2024-02-03,12.36,14,0,4.2,Evening
U0230,O791495,2023-11-28,25.88,49,0,3.27,Late Night
U0231,O823486,2023-11-27,42.52,34,0,4.72,Morning
U0232,O792019,2023-06-13,7.96,21,1,3.79,Evening
U0232,O739218,2023-12-02,13.84,19,1,0.44,Late Night
U0232,O398021,2024-01-13,20.23,59,1,3.05,Morning
U0232,O835062,2023-06-18,46.8,28,0,2.18,Evening
U0233,O422176,2023-06-12,27.68,22,0,0.47,Late Night
U0233,O789622,2023-10-20,8.06,50,0,0.61,Evening
U0234,O385356,2024-03-11,39.16,46,1,1.39,Late Night
U0234,O229926,2023-12-13,27.3,27,1,4.13,Late Night
U0234,O232955,2023-10-22,29.79,56,0,4.91,Late Night
U0235,O644284,2023-10-08,34.1,32,1,3.19,Afternoon
U0235,O476570,2024-01-17,14.36,10,0,1.35,Afternoon
U0238,O746231,2023-12-16,20.91,37,1,4.22,Late Night
U0239,O251967,2024-01-24,21.12,54,0,2.03,Morning
U0239,O917276,2023-11-15,38.92,36,0,3.21,Afternoon
U0240,O182681,2023-12-05,15.74,33,1,0.16,Late Night
U0240,O429205,2023-08-11,23.56,32,1,3.47,Morning
U0240,O847520,2023-08-27,13.97,27,1,1.64,Evening
U0240,O398307,2024-03-01,24.87,29,0,2.25,Afternoon
U0241,O220360,2023-12-04,31.24,13,0,1.85,Morning
U0242,O980847,2024-02-26,28.4,12,0,1.6,Evening
U0242,O675100,2024-02-23,20.1,39,0,4.04,Late Night
U0242,O319882,2024-02-21,29.39,54,0,2.47,Afternoon
U0243,O926641,2023-09-15,17.51,30,0,4.19,Late Night
U0244,O243452,2024-02-16,6.96,39,0,3.52,Evening
U0244,O784677,2024-02-17,42.85,41,0,1.53,Evening
U0244,O733018,2023-08-24,38.03,37,0,4.72,Late Night
U0244,O520531,2023-11-22,35.98,34,0,3.39,Evening
U0246,O943446,2024-01-08,18.29,17,1,2.62,Morning
U0246,O409257,2023-11-16,17.93,40,0,1.75,Late Night
U0246,O639340,2024-02-18,31.17,10,0,0.96,Evening
U0246,O445252,2023-08-04,40.13,18,0,0.64,Evening
U0247,O553116,2023-12-31,22.16,46,0,1.8,Evening
U0247,O301466,2024-01-28,10.67,36,0,3.98,Morning
U0248,O910993,2023-07-27,7.55,21,1,1.08,Morning
U0248,O937299,2024-02-22,31.02,43,1,1.02,Late Night
U0248,O557519,2023-10-08,37.69,42,0,0.92,Afternoon
U0249,O816079,2024-01-30,24.77,55,0,4.43,Late Night
U0249,O969559,2023-08-02,6.43,13,0,1.68,Morning
U0250,O682393,2024-02-02,31.95,39,0,2.18,Late Night
U0250,O255223,2024-03-04,30.77,25,1,3.09,Late Night
U0250,O173601,2024-01-26,44.22,10,0,0.62,Morning
U0251,O527499,2024-02-21,19.69,19,0,3.56,Morning
U0251,O765582,2024-02-03,31.85,56,1,2.16,Afternoon
U0251,O391799,2024-03-06,-4.89,18,1,4.11,Late Night
U0252,O195028,2023-08-24,26.59,52,0,1.59,Evening
U0252,O517972,2023-06-18,46.73,10,1,4.22,Late Night
U0252,O106277,2023-07-27,39.58,48,1,4.84,Morning
U0254,O250033,2024-01-28,33.58,10,0,4.15,Evening
U0254,O840373,2023-08-30,16.9,37,1,0.45,Evening
U0254,O471427,2023-08-21,6.37,50,0,4.04,Morning
U0254,O675862,2023-11-16,35.9,70,0,1.05,Evening
U0254,O319700,2023-07-06,3.75,39,1,3.86,Evening
U0256,O320782,2023-05-04,38.99,29,0,3.49,Morning
U0256,O827247,2023-09-15,22.24,29,0,0.32,Late Night
U0256,O417399,2023-05-10,12.0,29,0,3.64,Late Night
U0256,O259950,2023-12-03,16.47,24,1,2.08,Morning
U0256,O719501,2023-05-22,14.27,23,0,4.48,Morning
U0257,O609662,2024-03-10,27.02,59,1,4.77,Morning
U0257,O224078,2024-02-21,17.8,21,0,0.86,Late Night
U0257,O548477,2023-12-21,27.41,25,1,4.78,Afternoon
U0258,O102419,2023-11-23,25.9,36,1,4.34,Morning
U0258,O732899,2024-02-17,14.15,31,0,4.35,Evening
U0258,O606805,2023-12-12,27.14,43,1,3.93,Morning
U0259,O741404,2023-07-10,36.91,32,0,2.12,Morning
U0259,O686373,2023-06-29,24.69,20,1,2.65,Morning
U0259,O732295,2023-10-19,10.57,10,0,0.76,Late Night
U0260,O566196,2024-01-29,5.27,48,0,1.28,Morning
U0261,O396437,2023-06-01,20.29,27,0,5.0,Afternoon
U0261,O909716,2024-02-14,20.13,19,0,1.35,Evening
U0261,O123880,2023-08-30,21.41,39,1,3.99,Evening
U0261,O579490,2023-10-13,33.2,32,1,2.71,Morning
U0261,O588968,2023-10-31,12.58,10,0,2.49,Afternoon
U0261,O213693,2024-01-25,23.33,17,0,3.44,Morning
U0261,O590488,2023-10-22,21.11,19,0,2.12,Afternoon
U0261,O291634,2024-02-29,37.02,35,0,3.02,Morning
U0262,O400159,2023-08-13,31.41,36,0,4.44,Afternoon
U0262,O949228,2023-11-06,37.79,10,0,2.48,Late Night
U0262,O978383,2023-12-18,27.59,27,0,0.98,Evening
U0263,O318220,2023-09-24,29.62,34,0,4.49,Evening
U0263,O458349,2023-09-22,42.66,42,0,1.26,Afternoon
U0263,O665273,2023-01-29,24.93,18,0,0.3,Late Night
U0263,O670953,2023-02-01,14.11,39,0,4.52,Morning
U0263,O761034,2023-11-30,28.86,17,0,2.93,Late Night
U0263,O209525,2023-01-23,33.87,11,0,0.12,Morning
U0264,O377845,2024-01-12,29.43,36,0,2.36,Evening
U0265,O365953,2023-12-20,43.25,35,1,3.71,Evening
U0265,O640715,2023-10-13,32.03,40,0,1.57,Morning
U0265,O345259,2024-02-29,40.08,51,0,3.29,Evening
U0266,O964845,2023-07-29,17.71,32,0,2.95,Late Night
U0266,O348342,2024-03-05,15.54,23,1,0.15,Morning
U0267,O619339,2023-02-07,18.76,23,0,4.79,Afternoon
U0267,O212035,2023-04-13,39.34,24,0,3.68,Afternoon
U0268,O725710,2023-07-24,16.4,21,0,2.06,Evening
U0268,O741844,2023-06-14,17.33,30,0,3.86,Evening
U0268,O896787,2024-01-16,35.69,15,0,2.36,Morning
U0268,O358466,2023-09-22,24.17,33,0,4.82,Late Night
U0269,O445600,2023-04-29,29.66,25,0,1.69,Evening
U0269,O782357,2023-02-27,33.79,42,0,3.84,Late Night
U0269,O565787,2023-02-11,35.31,59,0,0.18,Late Night
U0270,O114551,2023-10-29,35.1,15,0,1.96,Morning
U0270,O964282,2024-02-20,12.58,51,0,3.99,Morning
U0271,O733537,2023-05-03,26.95,43,0,0.22,Morning
U0271,O449525,2023-10-02,13.34,34,1,2.2,Late Night
U0271,O746052,2023-08-05,26.18,24,1,2.53,Afternoon
U0272,O998436,2023-09-17,26.18,47,0,3.97,Evening
U0272,O658046,2023-08-29,29.11,14,0,0.17,Afternoon
U0272,O143563,2023-06-11,36.13,49,1,1.55,Late Night
U0272,O484474,2023-12-08,24.95,40,0,0.7,Morning
U0272,O508224,2023-12-12,32.15,31,1,3.78,Evening
U0272,O421402,2023-07-13,28.85,46,0,0.74,Afternoon
U0272,O749014,2024-02-08,29.38,39,0,0.42,Evening
U0273,O797615,2023-11-24,43.05,35,0,2.96,Morning
U0273,O407003,2024-03-04,23.13,21,1,0.54,Afternoon
U0274,O688321,2024-03-07,21.57,24,1,1.33,Evening
U0274,O884516,2023-10-20,8.7,43,1,0.03,Evening
U0274,O495556,2024-01-08,10.68,39,0,3.92,Evening
U0275,O732956,2023-08-07,26.45,55,0,2.13,Evening
U0276,O177088,2023-06-20,5.71,44,1,3.22,Late Night
U0276,O958312,2023-11-20,37.91,55,0,0.06,Late Night
U0276,O221266,2023-08-17,9.88,43,0,1.7,Evening
U0277,O383083,2023-05-12,20.23,60,1,1.7,Morning
U0277,O455642,2023-03-14,28.16,28,1,2.29,Evening
U0277,O268204,2024-03-13,26.48,31,1,2.99,Evening
U0277,O515794,2023-07-10,22.38,37,0,0.51,Evening
U0277,O393601,2023-04-20,15.21,37,1,2.13,Afternoon
U0278,O426380,2023-08-13,38.36,10,1,3.17,Morning
U0278,O451133,2023-12-09,22.02,10,0,1.99,Afternoon
U0279,O104694,2023-08-10,31.28,36,1,3.71,Late Night
U0279,O279559,2023-06-25,8.48,31,0,0.15,Morning
U0279,O626748,2024-01-04,30.9,10,0,3.7,Late Night
U0280,O864932,2023-08-21,21.17,33,0,3.01,Late Night
U0280,O941172,2023-08-14,21.1,45,0,4.68,Late Night
U0280,O147003,2023-10-04,19.75,18,1,4.0,Afternoon
U0280,O773400,2023-07-03,27.02,36,0,2.7,Evening
U0280,O987104,2023-08-15,35.2,65,0,3.22,Evening
U0281,O765275,2023-07-26,7.56,37,1,2.76,Afternoon
U0281,O732049,2023-09-14,19.34,52,1,2.67,Afternoon
U0281,O579177,2023-05-23,42.4,36,0,1.78,Morning
U0281,O172828,2023-10-30,29.68,43,0,3.17,Late Night
U0281,O781132,2024-03-02,35.72,15,0,1.59,Late Night
U0281,O273217,2024-01-02,27.45,45,1,1.84,Late Night
U0281,O739068,2024-03-04,27.76,10,0,0.66,Late Night
U0281,O990861,2023-07-28,23.12,29,0,1.16,Evening
U0281,O204332,2023-07-29,24.89,33,0,0.57,Morning
U0281,O145704,2023-04-18,34.68,49,0,4.77,Morning
U0281,O412067,2023-05-01,29.37,41,0,3.69,Late Night
U0282,O117101,2023-08-12,44.84,35,1,2.92,Morning
U0282,O516232,2023-05-02,37.54,60,0,2.26,Afternoon
U0282,O490069,2023-10-07,33.73,71,0,4.5,Evening
U0282,O429738,2024-01-15,22.42,48,1,2.38,Evening
U0283,O909866,2024-01-14,16.67,29,0,0.07,Afternoon
U0283,O401614,2023-05-18,24.31,63,1,2.45,Afternoon
U0283,O796084,2023-05-20,37.62,36,0,3.58,Evening
U0283,O368718,2023-08-15,31.04,45,0,4.95,Late Night
U0284,O777551,2023-12-16,17.75,28,0,1.55,Morning
U0284,O936429,2023-12-21,15.72,53,0,2.71,Evening
U0285,O149477,2023-11-18,22.29,28,0,4.23,Late Night
U0285,O344413,2023-12-20,20.88,25,1,0.82,Evening
U0285,O906180,2023-11-17,38.24,20,0,2.78,Morning
U0285,O515162,2023-09-18,12.16,23,1,2.49,Morning
U0285,O974370,2023-12-01,17.4,44,0,4.05,Evening
U0285,O707648,2023-12-31,42.28,27,0,1.06,Late Night
U0285,O715493,2024-01-05,21.07,10,1,2.71,Morning
U0286,O436239,2023-10-04,10.06,40,1,1.48,Morning
U0286,O334347,2024-02-17,30.67,23,0,0.57,Morning
U0286,O893339,2024-01-13,19.01,45,1,2.22,Evening
U0287,O796203,2024-01-28,17.28,59,1,1.49,Morning
U0287,O609082,2023-08-14,19.95,36,1,4.06,Morning
U0287,O183697,2023-09-06,31.33,36,1,1.18,Evening
U0288,O786505,2023-11-05,28.77,29,0,1.56,Morning
U0288,O671284,2023-08-12,26.28,26,0,3.51,Late Night
U0288,O283273,2023-05-27,31.32,30,1,3.85,Afternoon
U0289,O331329,2024-03-03,28.44,32,0,3.31,Afternoon
U0289,O659471,2023-12-27,35.47,20,0,0.0,Late Night
U0289,O281101,2023-09-21,40.0,23,0,4.86,Morning
U0289,O591112,2023-07-15,14.21,37,0,3.96,Late Night
U0289,O349045,2023-11-16,21.77,29,1,1.28,Morning
U0289,O864948,2023-07-02,27.22,26,0,2.23,Afternoon
U0289,O687760,2023-10-11,25.27,48,0,2.33,Late Night
U0292,O601775,2024-01-27,47.7,35,0,3.55,Morning
U0292,O971643,2023-07-18,19.84,66,0,2.14,Evening
U0293,O582737,2024-01-22,25.95,27,0,4.79,Late Night
U0293,O134512,2024-01-26,13.23,42,0,3.6,Morning
U0293,O412809,2024-02-29,30.29,34,1,1.42,Afternoon
U0293,O955243,2024-01-21,38.33,22,1,0.78,Morning
U0293,O567018,2023-12-10,10.15,10,1,3.87,Evening
U0294,O109695,2023-11-22,34.44,24,0,0.22,Morning
U0295,O538055,2023-11-09,27.91,26,0,1.55,Afternoon
U0296,O258987,2023-11-23,2.37,44,0,3.1,Afternoon
U0296,O467808,2023-12-02,21.41,52,0,0.31,Evening
U0296,O199599,2023-12-06,38.33,21,0,1.26,Evening
U0296,O226525,2023-12-20,28.63,10,0,0.67,Afternoon
U0296,O416405,2023-08-16,40.44,31,1,2.23,Afternoon
U0297,O377132,2023-09-24,25.43,48,1,1.14,Evening
U0297,O680520,2023-08-09,31.44,43,0,1.03,Afternoon
U0297,O125968,2023-06-17,1.05,22,0,4.86,Afternoon
U0298,O138575,2023-07-01,23.02,45,0,4.01,Late Night
U0298,O705507,2024-02-08,14.15,29,1,0.53,Evening
U0298,O306422,2023-04-22,33.59,25,1,3.02,Late Night
U0298,O921154,2023-09-02,27.35,10,0,0.66,Afternoon
U0298,O717620,2023-09-18,36.89,30,1,1.59,Morning
U0299,O780215,2024-02-09,31.47,36,0,3.21,Afternoon
U0299,O885428,2023-10-21,34.94,30,0,3.0,Morning
U0300,O154604,2023-12-25,15.55,62,0,0.7,Late Night
U0301,O924322,2023-11-12,7.35,28,0,1.92,Afternoon
U0302,O654393,2023-12-13,9.77,39,1,2.66,Late Night
U0303,O299304,2023-10-07,15.2,62,0,2.39,Afternoon
U0303,O507878,2023-08-18,30.33,22,1,2.31,Afternoon
U0303,O421220,2023-10-31,19.39,27,0,0.69,Evening
U0303,O838027,2023-09-14,33.89,27,0,3.63,Evening
U0304,O577032,2023-11-28,23.05,43,0,2.46,Late Night
U0304,O798213,2023-11-19,15.94,22,1,0.99,Morning
U0304,O821782,2023-11-24,33.83,54,1,1.78,Late Night
U0304,O225407,2023-11-06,30.49,25,0,0.88,Evening
U0304,O678706,2023-09-04,37.82,79,0,0.17,Late Night
U0305,O500327,2023-02-28,20.96,35,0,2.59,Afternoon
U0305,O709836,2023-03-05,43.48,33,1,4.67,Morning
U0305,O487554,2023-04-05,21.53,30,1,2.8,Afternoon
